09/14/2021-14:29:48.809559  [**] [1:50200001:1] Attempt to access /bin* [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 172.245.26.145:80 -> 10.0.0.147:49678
09/14/2021-14:30:09.546552  [**] [1:50200009:1] Attempt to access /home* [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 172.245.26.145:80 -> 10.0.0.147:49687
09/14/2021-14:30:09.546712  [**] [1:50200009:1] Attempt to access /home* [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 172.245.26.145:80 -> 10.0.0.147:49687
09/14/2021-14:30:09.601185  [**] [1:50100003:1] Possible XSS attack, js protocol [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 172.245.26.145:80 -> 10.0.0.147:49687
09/14/2021-14:30:09.601185  [**] [1:50200009:1] Attempt to access /home* [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 172.245.26.145:80 -> 10.0.0.147:49687
09/14/2021-14:30:09.601635  [**] [1:50200009:1] Attempt to access /home* [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 172.245.26.145:80 -> 10.0.0.147:49687
09/14/2021-14:30:09.602284  [**] [1:50200009:1] Attempt to access /home* [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 172.245.26.145:80 -> 10.0.0.147:49687
09/14/2021-14:30:09.749073  [**] [1:50200011:1] Attempt to access /lib* [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 172.245.26.145:80 -> 10.0.0.147:49694
09/14/2021-14:30:09.749073  [**] [1:50200014:1] Attempt to access /media* [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 172.245.26.145:80 -> 10.0.0.147:49694
09/14/2021-14:30:14.665935  [**] [1:50200009:1] Attempt to access /home* [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 172.245.26.145:80 -> 10.0.0.147:49687
09/14/2021-14:30:19.577980  [**] [1:50100002:1] Possible XSS attack, js event handler [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.147:49686 -> 13.107.5.80:80
09/14/2021-14:30:20.149777  [**] [1:50100002:1] Possible XSS attack, js event handler [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.147:49686 -> 13.107.5.80:80
09/14/2021-14:30:20.516559  [**] [1:50100002:1] Possible XSS attack, js event handler [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.147:49686 -> 13.107.5.80:80
09/14/2021-14:30:20.874033  [**] [1:50100002:1] Possible XSS attack, js event handler [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.147:49686 -> 13.107.5.80:80
09/14/2021-14:30:25.731962  [**] [1:50100002:1] Possible XSS attack, js event handler [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.147:49686 -> 13.107.5.80:80
09/14/2021-14:30:25.818587  [**] [1:50100002:1] Possible XSS attack, js event handler [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.147:49686 -> 13.107.5.80:80
09/14/2021-14:30:25.970907  [**] [1:50100002:1] Possible XSS attack, js event handler [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.147:49686 -> 13.107.5.80:80
09/14/2021-14:30:28.696942  [**] [1:50200001:1] Attempt to access /bin* [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 172.245.26.145:80 -> 10.0.0.147:49712
09/14/2021-14:30:28.697326  [**] [1:2016141:9] ET INFO Executable Download from dotted-quad Host [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 10.0.0.147:49712 -> 172.245.26.145:80
09/14/2021-14:30:28.971331  [**] [1:2018959:6] ET INFO PE EXE or DLL Windows file download HTTP [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 172.245.26.145:80 -> 10.0.0.147:49712
09/14/2021-14:30:28.971331  [**] [1:2021076:3] ET HUNTING SUSPICIOUS Dotted Quad Host MZ Response [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 172.245.26.145:80 -> 10.0.0.147:49712
09/14/2021-14:30:34.204308  [**] [1:50100002:1] Possible XSS attack, js event handler [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 172.245.26.145:80 -> 10.0.0.147:49712
08/16/2021-20:28:53.908222  [**] [1:50100002:1] Possible XSS attack, js event handler [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.10.0.33:53473 -> 13.107.5.80:80
08/16/2021-20:28:54.710714  [**] [1:50200001:1] Attempt to access /bin* [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 18.184.26.60:80 -> 10.10.0.33:53475
08/16/2021-20:28:54.719798  [**] [1:50200001:1] Attempt to access /bin* [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.10.0.33:53477 -> 18.184.26.60:80
08/16/2021-20:29:07.064382  [**] [1:2016141:9] ET INFO Executable Download from dotted-quad Host [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 10.10.0.33:53480 -> 18.184.26.60:80
08/16/2021-20:29:07.085103  [**] [1:2018959:6] ET INFO PE EXE or DLL Windows file download HTTP [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 18.184.26.60:80 -> 10.10.0.33:53480
08/16/2021-20:29:07.085103  [**] [1:2021076:3] ET HUNTING SUSPICIOUS Dotted Quad Host MZ Response [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 18.184.26.60:80 -> 10.10.0.33:53480
08/16/2021-20:29:07.654224  [**] [1:50100002:1] Possible XSS attack, js event handler [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 18.184.26.60:80 -> 10.10.0.33:53480
08/16/2021-20:31:30.029640  [**] [1:2031412:12] ET MALWARE FormBook CnC Checkin (GET) [**] [Classification: Malware Command and Control Activity Detected] [Priority: 1] {TCP} 10.10.0.33:53521 -> 34.102.136.180:80
08/16/2021-20:31:30.031055  [**] [1:50100002:1] Possible XSS attack, js event handler [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 34.102.136.180:80 -> 10.10.0.33:53521
08/16/2021-20:31:42.149979  [**] [1:2031412:12] ET MALWARE FormBook CnC Checkin (GET) [**] [Classification: Malware Command and Control Activity Detected] [Priority: 1] {TCP} 10.10.0.33:53522 -> 50.87.249.29:80
08/16/2021-20:31:46.547054  [**] [1:2031412:12] ET MALWARE FormBook CnC Checkin (GET) [**] [Classification: Malware Command and Control Activity Detected] [Priority: 1] {TCP} 10.10.0.33:53523 -> 74.220.219.18:80
08/16/2021-20:32:17.235123  [**] [1:50100002:1] Possible XSS attack, js event handler [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 34.102.136.180:80 -> 10.10.0.33:53525
08/16/2021-20:32:27.901976  [**] [1:50100001:1] Possible XSS attack, script tag [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 204.11.56.48:80 -> 10.10.0.33:53528
08/16/2021-20:32:27.901976  [**] [1:50100002:1] Possible XSS attack, js event handler [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 204.11.56.48:80 -> 10.10.0.33:53528
08/16/2021-20:32:27.901976  [**] [1:50200011:1] Attempt to access /lib* [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 204.11.56.48:80 -> 10.10.0.33:53528
08/16/2021-20:32:27.947755  [**] [1:50100001:1] Possible XSS attack, script tag [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 204.11.56.48:80 -> 10.10.0.33:53528
08/16/2021-20:32:27.947755  [**] [1:50100002:1] Possible XSS attack, js event handler [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 204.11.56.48:80 -> 10.10.0.33:53528
08/16/2021-20:32:28.029222  [**] [1:50100002:1] Possible XSS attack, js event handler [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 204.11.56.48:80 -> 10.10.0.33:53528
08/16/2021-20:32:33.157779  [**] [1:2031412:12] ET MALWARE FormBook CnC Checkin (GET) [**] [Classification: Malware Command and Control Activity Detected] [Priority: 1] {TCP} 10.10.0.33:53529 -> 151.101.0.119:80
08/16/2021-20:33:14.361570  [**] [1:50100002:1] Possible XSS attack, js event handler [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 34.102.136.180:80 -> 10.10.0.33:53533
08/16/2021-20:33:25.521358  [**] [1:2031412:12] ET MALWARE FormBook CnC Checkin (GET) [**] [Classification: Malware Command and Control Activity Detected] [Priority: 1] {TCP} 10.10.0.33:53534 -> 50.87.249.29:80
08/16/2021-20:33:30.533797  [**] [1:2031412:12] ET MALWARE FormBook CnC Checkin (GET) [**] [Classification: Malware Command and Control Activity Detected] [Priority: 1] {TCP} 10.10.0.33:53535 -> 74.220.219.18:80
08/16/2021-20:34:01.190120  [**] [1:50100002:1] Possible XSS attack, js event handler [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 34.102.136.180:80 -> 10.10.0.33:53537
08/16/2021-20:34:11.641243  [**] [1:50100001:1] Possible XSS attack, script tag [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 204.11.56.48:80 -> 10.10.0.33:53538
08/16/2021-20:34:11.641243  [**] [1:50100002:1] Possible XSS attack, js event handler [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 204.11.56.48:80 -> 10.10.0.33:53538
08/16/2021-20:34:11.641243  [**] [1:50200011:1] Attempt to access /lib* [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 204.11.56.48:80 -> 10.10.0.33:53538
08/16/2021-20:34:11.680074  [**] [1:50100001:1] Possible XSS attack, script tag [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 204.11.56.48:80 -> 10.10.0.33:53538
08/16/2021-20:34:11.680074  [**] [1:50100002:1] Possible XSS attack, js event handler [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 204.11.56.48:80 -> 10.10.0.33:53538
08/16/2021-20:34:11.680627  [**] [1:50100002:1] Possible XSS attack, js event handler [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 204.11.56.48:80 -> 10.10.0.33:53538
08/16/2021-20:34:11.802522  [**] [1:50100002:1] Possible XSS attack, js event handler [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 204.11.56.48:80 -> 10.10.0.33:53538
08/16/2021-20:34:11.803092  [**] [1:50100001:1] Possible XSS attack, script tag [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 204.11.56.48:80 -> 10.10.0.33:53538
08/16/2021-20:34:11.803092  [**] [1:50100002:1] Possible XSS attack, js event handler [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 204.11.56.48:80 -> 10.10.0.33:53538
08/16/2021-20:34:11.926666  [**] [1:50100001:1] Possible XSS attack, script tag [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 204.11.56.48:80 -> 10.10.0.33:53538
08/16/2021-20:34:16.912579  [**] [1:2031412:12] ET MALWARE FormBook CnC Checkin (GET) [**] [Classification: Malware Command and Control Activity Detected] [Priority: 1] {TCP} 10.10.0.33:53539 -> 151.101.0.119:80
08/16/2021-20:34:58.094598  [**] [1:50100002:1] Possible XSS attack, js event handler [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 34.102.136.180:80 -> 10.10.0.33:53543
08/16/2021-20:35:10.060699  [**] [1:2031412:12] ET MALWARE FormBook CnC Checkin (GET) [**] [Classification: Malware Command and Control Activity Detected] [Priority: 1] {TCP} 10.10.0.33:53544 -> 50.87.249.29:80
08/16/2021-20:35:14.241367  [**] [1:2031412:12] ET MALWARE FormBook CnC Checkin (GET) [**] [Classification: Malware Command and Control Activity Detected] [Priority: 1] {TCP} 10.10.0.33:53545 -> 74.220.219.18:80
08/16/2021-20:35:57.002170  [**] [1:2031413:4] ET MALWARE FormBook CnC Checkin (POST) M2 [**] [Classification: Malware Command and Control Activity Detected] [Priority: 1] {TCP} 10.10.0.33:53563 -> 34.102.136.180:80
08/16/2021-20:35:57.007558  [**] [1:50100002:1] Possible XSS attack, js event handler [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 34.102.136.180:80 -> 10.10.0.33:53564
08/16/2021-20:36:07.560284  [**] [1:50100001:1] Possible XSS attack, script tag [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 204.11.56.48:80 -> 10.10.0.33:53566
08/16/2021-20:36:07.560284  [**] [1:50100002:1] Possible XSS attack, js event handler [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 204.11.56.48:80 -> 10.10.0.33:53566
08/16/2021-20:36:07.560284  [**] [1:50200011:1] Attempt to access /lib* [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 204.11.56.48:80 -> 10.10.0.33:53566
08/16/2021-20:36:07.583783  [**] [1:50100002:1] Possible XSS attack, js event handler [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 204.11.56.48:80 -> 10.10.0.33:53566
08/16/2021-20:36:07.708388  [**] [1:50100001:1] Possible XSS attack, script tag [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 204.11.56.48:80 -> 10.10.0.33:53566
08/16/2021-20:36:07.708388  [**] [1:50100002:1] Possible XSS attack, js event handler [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 204.11.56.48:80 -> 10.10.0.33:53566
08/16/2021-20:36:12.688082  [**] [1:2031413:4] ET MALWARE FormBook CnC Checkin (POST) M2 [**] [Classification: Malware Command and Control Activity Detected] [Priority: 1] {TCP} 10.10.0.33:53567 -> 151.101.0.119:80
08/16/2021-20:36:12.694105  [**] [1:2031412:12] ET MALWARE FormBook CnC Checkin (GET) [**] [Classification: Malware Command and Control Activity Detected] [Priority: 1] {TCP} 10.10.0.33:53568 -> 151.101.0.119:80
08/16/2021-20:36:32.152379  [**] [1:2031071:5] ET INFO Microsoft Connection Test [**] [Classification: Misc activity] [Priority: 3] {TCP} 10.10.0.33:53570 -> 13.107.4.52:80
08/16/2021-20:36:32.224713  [**] [1:2031071:5] ET INFO Microsoft Connection Test [**] [Classification: Misc activity] [Priority: 3] {TCP} 10.10.0.33:53570 -> 13.107.4.52:80
08/16/2021-20:36:32.265386  [**] [1:2031071:5] ET INFO Microsoft Connection Test [**] [Classification: Misc activity] [Priority: 3] {TCP} 10.10.0.33:53570 -> 13.107.4.52:80
08/16/2021-20:36:32.308741  [**] [1:2031071:5] ET INFO Microsoft Connection Test [**] [Classification: Misc activity] [Priority: 3] {TCP} 10.10.0.33:53570 -> 13.107.4.52:80
08/16/2021-20:37:09.821949  [**] [1:2031413:4] ET MALWARE FormBook CnC Checkin (POST) M2 [**] [Classification: Malware Command and Control Activity Detected] [Priority: 1] {TCP} 10.10.0.33:53573 -> 35.214.181.99:80
08/16/2021-20:37:14.938806  [**] [1:2031413:4] ET MALWARE FormBook CnC Checkin (POST) M2 [**] [Classification: Malware Command and Control Activity Detected] [Priority: 1] {TCP} 10.10.0.33:53575 -> 34.102.136.180:80
08/16/2021-20:37:14.940168  [**] [1:2031412:12] ET MALWARE FormBook CnC Checkin (GET) [**] [Classification: Malware Command and Control Activity Detected] [Priority: 1] {TCP} 10.10.0.33:53576 -> 34.102.136.180:80
08/16/2021-20:37:14.941264  [**] [1:50100002:1] Possible XSS attack, js event handler [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 34.102.136.180:80 -> 10.10.0.33:53576
08/16/2021-20:37:26.089823  [**] [1:2031413:4] ET MALWARE FormBook CnC Checkin (POST) M2 [**] [Classification: Malware Command and Control Activity Detected] [Priority: 1] {TCP} 10.10.0.33:53577 -> 50.87.249.29:80
08/16/2021-20:37:26.299634  [**] [1:2031412:12] ET MALWARE FormBook CnC Checkin (GET) [**] [Classification: Malware Command and Control Activity Detected] [Priority: 1] {TCP} 10.10.0.33:53578 -> 50.87.249.29:80
08/16/2021-20:37:31.072944  [**] [1:2031413:4] ET MALWARE FormBook CnC Checkin (POST) M2 [**] [Classification: Malware Command and Control Activity Detected] [Priority: 1] {TCP} 10.10.0.33:53579 -> 74.220.219.18:80
08/16/2021-20:37:31.406383  [**] [1:2031412:12] ET MALWARE FormBook CnC Checkin (GET) [**] [Classification: Malware Command and Control Activity Detected] [Priority: 1] {TCP} 10.10.0.33:53580 -> 74.220.219.18:80
08/16/2021-20:37:53.761988  [**] [1:2031413:4] ET MALWARE FormBook CnC Checkin (POST) M2 [**] [Classification: Malware Command and Control Activity Detected] [Priority: 1] {TCP} 10.10.0.33:53583 -> 162.0.223.226:80
08/16/2021-20:38:06.126662  [**] [1:2031413:4] ET MALWARE FormBook CnC Checkin (POST) M2 [**] [Classification: Malware Command and Control Activity Detected] [Priority: 1] {TCP} 10.10.0.33:53585 -> 34.102.136.180:80
08/16/2021-20:38:06.130354  [**] [1:50100002:1] Possible XSS attack, js event handler [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 34.102.136.180:80 -> 10.10.0.33:53586
08/17/2021-14:20:37.161938  [**] [1:50200001:1] Attempt to access /bin* [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 172.245.119.43:80 -> 10.10.0.32:62392
08/17/2021-14:20:37.254188  [**] [1:50200001:1] Attempt to access /bin* [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.10.0.32:62391 -> 172.245.119.43:80
08/17/2021-14:20:49.101181  [**] [1:2018959:6] ET INFO PE EXE or DLL Windows file download HTTP [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 172.245.119.43:80 -> 10.10.0.32:62401
08/17/2021-14:20:49.283228  [**] [1:2031412:12] ET MALWARE FormBook CnC Checkin (GET) [**] [Classification: Malware Command and Control Activity Detected] [Priority: 1] {TCP} 10.10.0.33:53547 -> 162.0.223.226:80
08/17/2021-14:20:49.283359  [**] [1:2031412:12] ET MALWARE FormBook CnC Checkin (GET) [**] [Classification: Malware Command and Control Activity Detected] [Priority: 1] {TCP} 10.10.0.33:53520 -> 35.214.181.99:80
08/17/2021-14:20:49.283414  [**] [1:2031412:12] ET MALWARE FormBook CnC Checkin (GET) [**] [Classification: Malware Command and Control Activity Detected] [Priority: 1] {TCP} 10.10.0.33:53538 -> 204.11.56.48:80
08/17/2021-14:20:49.283417  [**] [1:2031413:4] ET MALWARE FormBook CnC Checkin (POST) M2 [**] [Classification: Malware Command and Control Activity Detected] [Priority: 1] {TCP} 10.10.0.33:53587 -> 204.11.56.48:80
08/17/2021-14:20:49.462085  [**] [1:50100002:1] Possible XSS attack, js event handler [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 172.245.119.43:80 -> 10.10.0.32:62401
08/17/2021-14:23:14.297770  [**] [1:50100001:1] Possible XSS attack, script tag [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 162.214.80.85:80 -> 10.10.0.32:62434
08/17/2021-14:23:14.297770  [**] [1:50100002:1] Possible XSS attack, js event handler [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 162.214.80.85:80 -> 10.10.0.32:62434
08/17/2021-14:23:14.297770  [**] [1:50200010:1] Attempt to access /boot* [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 162.214.80.85:80 -> 10.10.0.32:62434
08/17/2021-14:24:16.074777  [**] [1:50100001:1] Possible XSS attack, script tag [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 157.7.107.89:80 -> 10.10.0.32:62436
08/17/2021-14:24:16.074777  [**] [1:50100002:1] Possible XSS attack, js event handler [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 157.7.107.89:80 -> 10.10.0.32:62436
08/17/2021-14:24:36.095067  [**] [1:50100002:1] Possible XSS attack, js event handler [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 34.102.136.180:80 -> 10.10.0.32:62437
08/17/2021-14:25:15.412920  [**] [1:2031412:12] ET MALWARE FormBook CnC Checkin (GET) [**] [Classification: Malware Command and Control Activity Detected] [Priority: 1] {TCP} 10.10.0.32:62441 -> 185.230.60.177:80
08/17/2021-14:25:35.610249  [**] [1:50100002:1] Possible XSS attack, js event handler [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 172.217.168.211:80 -> 10.10.0.32:62442
08/17/2021-14:25:56.819348  [**] [1:50100002:1] Possible XSS attack, js event handler [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 103.101.160.101:80 -> 10.10.0.32:62443
08/17/2021-14:26:57.173785  [**] [1:50100002:1] Possible XSS attack, js event handler [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 34.102.136.180:80 -> 10.10.0.32:62445
